Owner,total_capacity,plant_count,avg_environment,avg_environment_log,country_count,country_names,Latitude_plant,Longitude_plant,Nominal crude steel capacity (ttpa),Subnational unit (province/state),Country/Area,distance_km
Hmisho Steel SA,800,1,54845.716740088894,10.912,1,['Syria'],34.364258,36.803848,800,Homs,Syria,3743.816
Sidenor Steel Industry SA,800,1,603655.6002061085,13.311,1,['Greece'],40.704458,22.816542,800,Macedonia,Greece,5513.866
ArcelorMittal Hunedoara SA,800,1,293.8831668379416,5.687,1,['Romania'],45.735183,22.91627,800,Hunedoara,Romania,5728.365
Thy-Marcinelle SA,800,1,293.8831668379416,5.687,1,['Belgium'],50.410335,4.429693,800,Wallonie,Belgium,7899.988
Chubu Steel Plate Co Ltd,800,1,176716694372.9768,25.898,1,['Japan'],35.118836,136.867567,800,Chūbu,Japan,1.178
BSRM Steels Ltd,800,1,56441177.06437761,17.849,1,['Bangladesh'],22.873774,91.545562,800,Chattogram,Bangladesh,20.302
Riva Industries,800,1,54845.716740088894,10.912,1,['Morocco'],33.165438,-8.5883,800,Casablanca-Settat,Morocco,8629.892
Ozmert Algeria SARL,800,1,54845.716740088894,10.912,1,['Algeria'],35.47858,-0.62139,800,Tebessa,Algeria,7805.798
Ghaenat Steel Complex,800,1,603655.6002061085,13.311,1,['Iran'],33.926909,59.007852,800,South Khorasan,Iran,1466.032
Hwanyoung Steel Industries Co Ltd,800,1,3761696.9209812265,15.14,1,['South Korea'],36.956486,126.616956,800,South Chungcheong,South Korea,443.473
Baku Steel Company QSC,800,1,293.8831668379416,5.687,1,['Azerbaijan'],40.43136,49.886867,800,Narimanov,Azerbaijan,2647.681
Malaysia Steel Works (KL) Bhd,800,1,33214.740917487085,10.411,1,['Malaysia'],3.077835,101.46448,800,Selangor,Malaysia,945.452
Shengli Vietnam Special Steel Co Ltd,800,1,616052.5720105489,13.331,1,['Vietnam'],20.652657,106.440208,800,Thai Binh,Vietnam,152.302
Nucor Steel Kankakee Inc,794,1,54845.716740088894,10.912,1,['United States'],41.180734,-87.856196,794,Illinois,United States,17524.722
Hezhou Xindu Sanyuan Casting Co Ltd,780,1,90031801.82740928,18.316,1,['China'],23.987007,111.739775,780,Guangxi,China,4.945
NLMK Indiana LLC,770,1,54845.716740088894,10.912,1,['United States'],41.625912,-87.159989,770,Indiana,United States,17456.73
Mono Steel (India) Ltd,770,1,31833855.18768871,17.276,1,['India'],23.312265,70.201953,770,Gujarat,India,2.596
Van Company for Industrial Investment and General Trading,750,1,603655.6002061085,13.311,1,['Iraq'],36.09176,43.97415,750,Kurdistan,Iraq,3078.845
Global Steel Wire SA,750,1,54845.716740088894,10.912,1,['Spain'],43.445344,-3.839228,750,Cantabria,Spain,8444.193
Optimus Steel LLC,750,1,54845.716740088894,10.912,1,['United States'],30.08201,-94.074694,750,Texas,United States,18081.919
Empresa Siderurgica del Peru SAA,750,1,64633.832128563045,11.077,1,['Peru'],-9.059693,-78.601178,750,Áncash,Peru,16760.911
Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,750,1,1570133414.6514165,21.174,1,['China'],36.664097,114.115263,750,Hebei,China,5.532
Hezhou Zhaoxin Hardware Products Co Ltd,750,1,90031801.82740928,18.316,1,['China'],23.978567,111.735529,750,Guangxi,China,3.904
Arcelormittal Warszawa SP zoo,750,1,293.8831668379416,5.687,1,['Poland'],52.291337,20.917302,750,Mazowieckie,Poland,6228.328
Sidenor Aceros Especiales SLU,740,1,54845.716740088894,10.912,1,['Spain'],43.227282,-2.884676,740,Vizcaya,Spain,8332.826
Al Anmaa for Construction Materials Production Ltd,735,1,54845.716740088894,10.912,1,['Iraq'],30.218529,47.827362,735,Basra,Iraq,2403.554
Saarstahl AG,730,1,293.8831668379416,5.687,1,['France'],50.398171,3.561712,730,Hauts-de-France,France,7993.762
Novorossiysk Rolling Plant LLC,730,1,293.8831668379416,5.687,1,['Russia'],47.740457,40.189445,730,Rostov,Russia,3942.606
Asil Celik Sanayi ve Ticaret AŞ,730,1,603655.6002061085,13.311,1,['Türkiye'],40.42752,29.270141,730,Bursa,Türkiye,4826.848
Chow Steel Industries PCL,730,1,857583.0879184732,13.662,1,['Thailand'],14.074757,101.84215,730,Prachinburi,Thailand,833.962
SIJ Acroni doo,726,1,293.8831668379416,5.687,1,['Slovenia'],46.423994,14.094645,726,Jesenice,Slovenia,6715.126
Grupo Acerero SA de CV,725,1,64633.832128563045,11.077,1,['Mexico'],22.087328,-100.901902,725,San Luis Potosí,Mexico,18826.182
Vallourec Star LP,725,1,54845.716740088894,10.912,1,['United States'],41.125495,-80.683382,725,Ohio,United States,16732.367
Stahl Gerlafingen AG,720,1,293.8831668379416,5.687,1,['Switzerland'],47.171958,7.562287,720,Solothurn,Switzerland,7452.403
Shyeh Sheng Fuat Steel & Iron Works Co Ltd,720,1,6424764739.207487,22.583,1,['Taiwan'],22.559391,120.3656132,720,Kaohsiung,Taiwan,317.037
Voestalpine Stahl Donawitz GmbH,720,1,293.8831668379416,5.687,1,['Austria'],47.380455,15.065182,720,Styria,Austria,6635.897
Jiangyin Xicheng Steel Co Ltd,720,1,8256028173.465794,22.834,1,['China'],31.892299,120.198394,720,Jiangsu,China,2.523
Fujian Fuxin Special Steel Co Ltd,720,1,17250077612.688942,23.571,1,['China'],24.472439,117.94885,720,Fujian,China,8.535
Sam Montereau SAS,720,1,293.8831668379416,5.687,1,['France'],48.387211,2.981091,720,Île-de-France,France,7989.092
Sohar Steel LLC,700,1,54845.716740088894,10.912,1,['Oman'],24.499869,56.599111,700,Al Batinah North,Oman,1294.581
Chongqing Yonghang Steel Group Co Ltd,700,1,476620864.0503676,19.982,1,['China'],29.836163,106.988138,700,Chongqing,China,5.988
ALPA - Aciéries et Laminoirs de Paris SAS,700,1,293.8831668379416,5.687,1,['France'],48.983515,1.76245,700,Île-de-France,France,8140.694
Megasa Siderurgica SL,700,1,54845.716740088894,10.912,1,['Spain'],43.51421,-8.163839,700,La Coruña,Spain,8905.855
Siderpotenza SpA,700,1,54845.716740088894,10.912,1,['Italy'],40.639356,15.827842,700,Province of Potenza,Italy,6239.674
Tangshan Yutian Jinzhou Industry Co Ltd,700,1,74159309.89730716,18.122,1,['China'],39.967373,117.857659,700,Hebei,China,2.335
Dalmine SpA,700,1,603655.6002061085,13.311,1,['Italy'],45.641516,9.600242,700,Province of Bergamo,Italy,7155.504
Yun County Rongfeng Rolling Mill Factory,700,1,2868377109.874325,21.777,1,['China'],32.738598,110.793269,700,Hubei,China,4.009
Hellenic Halyvourgia SA,700,1,54845.716740088894,10.912,1,['Greece'],39.38588,22.80745,700,Thessaly,Greece,5449.781
Shaanxi Hanzhong Iron & Steel Group Co,700,1,554486726.9337088,20.134,1,['China'],33.132446,106.657646,700,Shaanxi,China,3.767
Yamato Steel Co Ltd,700,1,11107163158.787853,23.131,1,['Japan'],34.783319,134.604616,700,Hyogo,Japan,2.536
Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ,690,1,603655.6002061085,13.311,1,['Türkiye'],40.800833,29.512008,690,Kocaeli,Türkiye,4822.517
Alton Steel Inc,680,1,54845.716740088894,10.912,1,['United States'],38.884465,-90.14579,680,Illinois,United States,17737.299
Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,669,1,2578998262.3683743,21.671,1,['China'],31.763517,104.761441,669,Sichuan,China,4.991
Godawari Power and Ispat Ltd,659,1,1676028759.8407507,21.24,1,['India'],21.376214,81.681888,659,Chhattisgarh,India,2.947
Georgsmarienhuette GmbH,650,1,293.8831668379416,5.687,1,['Germany'],52.2122334,8.0420724,650,Lower Saxony,Germany,7589.826
LNM Group,650,1,33214.740917487085,10.411,1,['Indonesia'],-7.355128628104116,112.703729688359,650,East Java,Indonesia,2629.751
Swiss Steel Holding AG,650,1,293.8831668379416,5.687,1,['Switzerland'],47.308055,7.873594,650,Lucerne,Switzerland,7421.871
Ivaco Rolling Mills 2004 LP,650,1,54845.716740088894,10.912,1,['Canada'],45.613941,-74.704608,650,Ontario,Canada,16185.784
ORI Martin - Acciaieria e Ferriera di Brescia SpA,650,1,603655.6002061085,13.311,1,['Italy'],45.566054,10.2147,650,Province of Brescia,Italy,7087.396
Hospet Steels Ltd,650,1,204245873.82605147,19.135,1,['India'],15.339055,76.251696,650,Karnataka,India,6.084
Benteler Steel/Tube GmbH,650,1,293.8831668379416,5.687,1,['Germany'],52.467622,7.317169,650,Lower Saxony,Germany,7680.203
Sipar Aceros SA,650,1,64633.832128563045,11.077,1,['Argentina'],-32.9912336,-60.7588733,650,Santa Fe,Argentina,15801.78
Lianyungang Huale Alloy Group Co Ltd,621,1,175014771.30063456,18.98,1,['China'],34.607964,119.447626,621,Jiangsu,China,2.594
Corrugados Getafe SL,600,1,54845.716740088894,10.912,1,['Spain'],40.310803,-3.703568,600,Madrid,Spain,8294.891
Nakayama Steel Works Ltd,600,1,254812052510.10464,26.264,1,['Japan'],34.628162,135.459688,600,Osaka,Japan,0.454
Amreli Steels Ltd,600,1,54845.716740088894,10.912,1,['Pakistan'],24.800326,67.504851,600,Sindh,Pakistan,137.529
SN MAIA Siderurgia Nacional SA,600,1,54845.716740088894,10.912,1,['Portugal'],41.255085,-8.555285,600,Porto,Portugal,8852.492
Kam Industries (Nigeria) Ltd,600,1,64633.832128563045,11.077,1,['Nigeria'],8.454565,4.5430531,600,Kwara,Nigeria,7303.221
Scaw Metals Group Pty Ltd,600,1,1123434325.1185768,20.84,1,['South Africa'],-26.273316,28.163761,600,Gauteng,South Africa,6730.71
Shaanxi Huaxin Special Steel Group Co Ltd,600,1,179102021.36746305,19.003,1,['China'],34.523278,109.986042,600,Shaanxi,China,3.961
Hai Kwang Enterprise Corp,600,1,6424764739.207487,22.583,1,['Taiwan'],22.550634,120.365645,600,Kaohsiung,Taiwan,317.875
Acciaierie di Calvisano SpA,600,1,603655.6002061085,13.311,1,['Italy'],45.371651,10.331967,600,Province of Brescia,Italy,7064.074
Rio Tinto Iron and Titanium Canada Inc,600,1,54845.716740088894,10.912,1,['Canada'],46.044367,-73.138474,600,Quebec,Canada,16027.397
Sichuan Gangchen Stainless Steel Co Ltd,600,1,473439435.8729224,19.976,1,['China'],29.501044,103.607365,600,Sichuan,China,5.555
Arabian Gulf Steel Industries Selling Port LLC,600,1,54845.716740088894,10.912,1,['United Arab Emirates'],24.283335,54.463384,600,Abu Dhabi,United Arab Emirates,1530.891
Dinson Iron & Steel Company Pvt Ltd,600,1,1123434325.1185768,20.84,1,['Zimbabwe'],-18.940658,30.608968,600,Mashonaland,Zimbabwe,6008.219
Shougang Guiyang SPECIAL Steel Co Ltd,600,1,264952407.92503846,19.395,1,['China'],26.873592,106.73215,600,Guizhou,China,2.657
Bangkok Steel Industry PCL,600,1,116624.45333512302,11.667,1,['Thailand'],13.647672,100.553882,600,Samut Prakan,Thailand,836.344
Deutsche Edelstahlwerke GmbH,600,1,293.8831668379416,5.687,1,['Germany'],50.922844,8.024006,600,North Rhine-Westphalia,Germany,7531.916
Industrie Riunite Odolesi IRO SpA,600,1,603655.6002061085,13.311,1,['Italy'],45.645688,10.374305,600,Province of Brescia,Italy,7075.462
Iran Alloy Steel Co,600,1,603655.6002061085,13.311,1,['Iran'],31.940106,54.037614,600,Yazd,Iran,1832.658
F&F Steel,600,1,603655.6002061085,13.311,1,['Iraq'],36.115147,43.977052,600,Kurdistan,Iraq,3079.777
Aco Verde do Brasil SA,600,1,64633.832128563045,11.077,1,['Brazil'],-4.874373,-47.4073517,600,Maranhão,Brazil,13274.539
TY Steel Co Ltd,600,1,107232.4190322772,11.583,1,['Thailand'],12.857307,101.21314,600,Rayong,Thailand,910.158
Nakayama Steel Products Co Ltd,600,1,324278211589.9782,26.505,1,['Japan'],34.699762,135.430119,600,Osaka,Japan,3.348
E-Top Metal Co Ltd,600,1,143851074.280014,18.784,1,['Taiwan'],24.167872,120.505482,600,Changhua,Taiwan,166.62
Fujian Dingxin Industry Co Ltd,600,1,11794218.386546498,16.283,1,['China'],26.7695,119.738519,600,Fujian,China,8.332
Mughal Iron & Steel Industries Ltd,583,1,464037008.7819304,19.955,1,['Pakistan'],31.653035,74.183149,583,Punjab,Pakistan,40.56
A. Finkl & Sons Corp,573,1,54845.716740088894,10.912,1,['United States'],41.724915,-87.589968,573,Illinois,United States,17506.156
Vietnam - Italy Steel JSC,552,1,81187261.03433757,18.212,1,['Vietnam'],20.946428,106.025454,552,Hung Yen,Vietnam,151.49
VNSTEEL Southern Steel Co Ltd,550,1,36996681.54220746,17.426,1,['Vietnam'],10.576597,107.028995,550,Ba Ria Vung Tau,Vietnam,924.91
Tuyen Quang Iron Steel Co Ltd,550,1,4055180.0712788855,15.216,1,['Vietnam'],21.738739,105.247545,550,Tuyen Quang,Vietnam,149.319
Iton Seine SAS,550,1,293.8831668379416,5.687,1,['France'],49.033678,1.561022,550,Île-de-France,France,8164.307
Makstil AD,550,1,603655.6002061085,13.311,1,['North Macedonia'],42.016228,21.46605,550,Skopje,North Macedonia,5721.81
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,550,1,442654217.20127475,19.908,1,['China'],30.830726,105.367695,550,Sichuan,China,5.127
Hybar LLC,544,1,54845.716740088894,10.912,1,['United States'],35.686814,-89.961981,544,Arkansas,United States,17672.877
S.C. Silcotub SA,535,1,293.8831668379416,5.687,1,['Romania'],44.217275,27.29968,535,Județul Călărași,Romania,5209.11
Shakambhari Ispat & Power Ltd,531,1,740366725.9212388,20.423,1,['India'],23.613861,86.789527,531,West Bengal,India,1.374
Gerdau SA,530,1,64633.832128563045,11.077,1,['Brazil'],-22.89918,-45.347726,530,São Paulo,Brazil,13717.812
Gallantt Ispat Ltd,528,1,881769082.2374166,20.597,1,['India'],26.757009,83.199086,528,Uttar Pradesh,India,4.442
Sunflag Iron and Steel Co Ltd,525,1,158719364.06818208,18.883,1,['India'],21.232929,79.632398,525,Maharashtra,India,3.05
Aceros AZA SA,520,1,64633.832128563045,11.077,1,['Chile'],-33.294729,-70.727881,520,Región Metropolitana,Chile,16832.303
KMK Tempo JSC,504,1,39476.332703073494,10.583,1,['Russia'],55.726872,52.535854,504,Republic of Tatarstan,Russia,3558.086
Krasnyi Oktyabr' Corporation JSC,501,1,69838.97000546272,11.154,1,['Russia'],48.754025,44.561004,501,Volgograd,Russia,3548.984
Megasider Zaragoza SA,500,1,54845.716740088894,10.912,1,['Spain'],41.56988,-0.856566,500,Zaragoza,Spain,8041.915
GLGH Steel,500,1,293.8831668379416,5.687,1,['Romania'],45.293492,21.90241,500,Caras-Severin,Romania,5828.315
AlGioshy Steel SAE,500,1,54845.716740088894,10.912,1,['Egypt'],29.6752173,32.3028163,500,Suez,Egypt,4061.97
Delta Steel Company Ltd,500,1,54845.716740088894,10.912,1,['Egypt'],30.11843,31.281264,500,Al-Qalyubia,Egypt,4184.162
Chengdu Changfeng Steel Group Co Ltd,500,1,846260426.3465284,20.556,1,['China'],31.031921,103.672956,500,Sichuan,China,4.137
YunNan Province Tiangao Nickel Alloy Co Ltd,500,1,229330969.90024498,19.251,1,['China'],24.80128,104.063455,500,Yunnan,China,2.697
Corporación AG SA,500,1,64633.832128563045,11.077,1,['Guatemala'],14.232007,-90.815444,500,Escuintla,Guatemala,17737.02
Kishiwada Steel Co Ltd,500,1,38442254742.5372,24.372,1,['Japan'],34.477479,135.353918,500,Osaka,Japan,3.491
Shri Bajrang Power and Ispat Ltd,500,1,450845929.98527956,19.927,1,['India'],21.48619,81.771697,500,Chhattisgarh,India,4.006
Liaoyang Xinyi Special Steel Co Ltd,500,1,4381066890.384275,22.201,1,['China'],41.225003,122.970488,500,Liaoning,China,2.814
Zhejiang TSINGSHAN IRON&STEEL Co Ltd,500,1,1195110580.909999,20.902,1,['China'],28.136096,120.380401,500,Zhejiang,China,1.524
Anhui Jin'an Stainless Steel Foundry Co Ltd,500,1,413630926.1177371,19.84,1,['China'],31.763956,115.924372,500,Anhui,China,5.24
Metalfer Steel Mill Sremska Mitrovica doo,500,1,293.8831668379416,5.687,1,['Serbia'],44.977213,19.64601,500,Vojvodina,Serbia,6069.352
Lao Cai Cast Iron and Steel,500,1,176771935.4092692,18.99,1,['Vietnam'],22.306931,104.12992,500,Lao Cai,Vietnam,34.117
Asean Steel JSC,500,1,41976974.40122482,17.553,1,['Vietnam'],12.59912,107.93922,500,Dak Lak,Vietnam,677.245
Ningbo Haoyang New MATERIALS Techonology Co Ltd,500,1,4420088191.603954,22.209,1,['China'],30.267113,121.052503,500,Zhejiang,China,7.669
Guizhou Hexing Metal Products Co Ltd,500,1,30310794.301979743,17.227,1,['China'],26.509525,107.570458,500,Guizhou,China,5.125
VAS Steel An Hung Tuong LLC,500,1,36996681.54220746,17.426,1,['Vietnam'],11.054204,106.615962,500,Binh Duong,Vietnam,885.415
Acciaierie di Sicilia SpA,500,1,54845.716740088894,10.912,1,['Italy'],37.438448,15.03287,500,Province of Sicily,Italy,6176.202
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",500,1,60598213.36689451,17.92,1,['China'],31.0494162,119.5296269,500,Anhui,China,1.676
Ferrostal Labedy SP zoo,500,1,293.8831668379416,5.687,1,['Poland'],50.357438,18.610739,500,Śląskie,Poland,6367.881
Ada - Aceria De Angola SA,500,1,10417737.629686857,16.159,1,['Angola'],-8.5824,13.405271,500,Bengo,Angola,7108.623
Vina Kyoei Steel Ltd Co,500,1,36996681.54220746,17.426,1,['Vietnam'],10.601423,107.040679,500,Ba Ria Vung Tau,Vietnam,921.867
Viet Nhat Advanced Steel JSC,500,1,616052.5720105489,13.331,1,['Vietnam'],20.90553,106.628701,500,Hai Phong,Vietnam,115.607
Adhunik Metaliks Ltd,500,1,721177173.7528095,20.396,1,['India'],22.308371,84.763584,500,Odisha,India,3.716
VAS Steel Tue Minh JSC,500,1,36996681.54220746,17.426,1,['Vietnam'],11.113343,106.831064,500,Binh Duong,Vietnam,871.971
StavStal' LLC,500,1,293.8831668379416,5.687,1,['Russia'],44.688323,41.927331,500,Stavropol Krai,Russia,3620.132
Huainan Hongtai Steel Limited Liability Co,500,1,4888696838.2685,22.31,1,['China'],32.619248,116.905869,500,Anhui,China,3.519
Rashmi Metaliks Ltd,498,1,2985882028.961829,21.817,1,['India'],22.360664,87.295932,498,West Bengal,India,1.79
Siderurgica Norte Brasil SA,475,1,64633.832128563045,11.077,1,['Brazil'],-5.414287,-49.081305,475,Pará,Brazil,13469.994
Agha Steel Industries Ltd,450,1,54845.716740088894,10.912,1,['Pakistan'],24.841851,67.310159,450,Sindh,Pakistan,154.777
Tembo Steels Uganda Ltd,450,1,10417737.629686857,16.159,1,['Uganda'],0.611975,33.457629,450,Busoga,Uganda,4664.805
Shyam Steel Industries Ltd,420,1,363171012.67553264,19.71,1,['India'],23.590212,86.724603,420,West Bengal,India,4.598
Ittehad Steels Pvt Ltd,400,1,464037008.7819304,19.955,1,['Pakistan'],31.643426,73.198542,400,Punjab,Pakistan,149.757
Xinjiang Xin'an Special Steel Co Ltd,400,1,2447855.543441533,14.711,1,['China'],44.290299,86.595826,400,Xinjiang,China,3.255
MSP Steel & Power Ltd,385,1,122199505.11316605,18.621,1,['India'],21.87673,83.554495,385,Chhattisgarh,India,1.443
Action Ispat and Power Pvt Ltd,375,1,645075019.3542067,20.285,1,['India'],21.839759,83.982227,375,Odisha,India,4.994
Faizan Steel,365,1,54845.716740088894,10.912,1,['Pakistan'],24.897652,66.985678,365,Sindh,Pakistan,184.793
Changzhou Dongfang Special Steel Co Ltd,360,1,1518567272.309646,21.141,1,['China'],31.602554,119.724256,360,Jiangsu,China,3.428
Al Qaryan Steel Co,350,1,54845.716740088894,10.912,1,['Saudi Arabia'],26.280741,49.956755,350,Dammam,Saudi Arabia,2053.163
Arjas Steel Pvt Ltd,334,1,216622786.99645334,19.194,1,['India'],14.873471,78.048425,334,Andhra Pradesh,India,0.773
Thai Nguyen Iron And Steel JSC,300,1,81187261.03433757,18.212,1,['Vietnam'],21.557484,105.8728,300,Thai Nguyen,Vietnam,109.64
Welspun Corp Ltd,288,1,786684238.6823866,20.483,1,['India'],23.112781,70.0866885,288,Gujarat,India,4.514
Empresa Siderúrgica del Mutún,200,1,64633.832128563045,11.077,1,['Bolivia'],-19.137325,-57.880605,200,Santa Cruz,Bolivia,14859.921
Myanmar Economic Corp,200,1,109539.92715946285,11.604,1,['Myanmar'],21.377652,95.372079,200,Mandalay,Myanmar,269.24
Crest Steel and Power Pvt Ltd,130,1,1306781871.7744355,20.991,1,['India'],21.190313,81.19922,130,Chhattisgarh,India,2.379
Shyam Steel Manufacturing Ltd,126,1,675556161.7232339,20.331,1,['India'],23.564157,87.089552,126,West Bengal,India,4.799
Yazdani Steel and Power Ltd,110,1,864289310.3874147,20.577,1,['India'],20.928285,86.036604,110,Odisha,India,3.626
Orissa Sponge Iron and Steel Ltd,101,1,55597769.29395994,17.834,1,['India'],21.801994,85.56751,101,Odisha,India,3.132
Nilachal Iron & Power Ltd,99,1,631216996.6196955,20.263,1,['India'],22.874863,86.063646,99,Jharkhand,India,2.447
Jai Balaji Jyoti Steels Ltd,92,1,94945328.67570616,18.369,1,['India'],22.085338,84.86184,92,Odisha,India,4.986
NR Ispat and Power Pvt Ltd,48,1,155299189.2988411,18.861,1,['India'],22.013086,83.330372,48,Chhattisgarh,India,5.509
SSAB AB,13,1,39476.332703073494,10.583,1,['Sweden'],65.559719,22.219699,13,Norrbotten,Sweden,7559.489
