Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,Chengyu Vanadium & Titanium Technology Co Ltd,E100000127197,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],Sichuan,China,Asia Pacific,19,,5350,operating,4050,29.732143,104.504339
P100000120183,Chifeng Yuanlian Steel Co Ltd,Chifeng Yuanlian Steel Co Ltd,E100000123157,Tangshan Jiaqi International Trade Co Ltd [90.0%]; Chifeng Yuanjian Iron and Steel Industry Co Ltd [10.0%],E100000124246 [90.0%]; E100001000468 [10.0%],Inner Mongolia,China,Asia Pacific,23,,4407,operating,2450,42.278115,119.015289
P100000120327,Chifeng Zhongtang Special Steel Co Ltd,Chifeng Zhongtang Special Steel Co Ltd,E100000126095,Tangshan Jinma Iron & Steel Group Co Ltd [83.7%]; Hainan Mingbo Investment Co Ltd [16.0%]; unknown [0.3%],E100000126512 [83.7%]; E100000128365 [16.0%]; E100000132388 [0.3%],Inner Mongolia,China,Asia Pacific,3,2022,,operating,2700,41.834064,119.281883
P100000121041,Chizhou Guichi Guihang Metal Products Co Ltd,Chizhou Guichi Guihang Metal Products Co Ltd,E100000127077,Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],E100000127077 [100.0%],Anhui,China,Asia Pacific,25,2000,674,operating,1000,30.532786,117.25166
P100000120074,Chongqing Iron and Steel Co Ltd,Chongqing Iron & Steel Co Ltd,E100000126559,Chongqing Iron & Steel Co Ltd [100.0%],E100000126559 [100.0%],Chongqing,China,Asia Pacific,28,1997,6768,operating,8400,29.790253,107.040368
P100000120409,Chongqing Yonghang Steel Group Co Ltd,Chongqing Yonghang Steel Group Co Ltd,E100000127146,Chongqing Yonghang Steel Group Co Ltd [100.0%],E100000127146 [100.0%],Chongqing,China,Asia Pacific,22,2003,260,operating,700,29.836163,106.988138
P100000120202,Danyang Longjiang Steel Co Ltd,Danyang Longjiang Steel Co Ltd,E100000127247,Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],E100000130432 [67.2%]; E100000123261 [32.8%],Jiangsu,China,Asia Pacific,22,,671,operating,1500,32.027791,119.57706
P100000120173,Daye Special Steel Co Ltd,Daye SPECIAL Steel Co Ltd,E100000126188,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],Hubei,China,Asia Pacific,18,2007,5043,operating,3420,30.204603,115.125838
P100000121072,Daye Xinye Special Steel Co Ltd,Hubei Xinxin Steel Group Co Ltd; natural person(s),E100000127570; E100000123261,Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],E100000127570 [100.0%]; E100000123261 [100.0%],Hubei,China,Asia Pacific,25,2000,1673,operating,1200,30.067469,114.934091
P100000120121,Delong Steel Co Ltd,DELONG Steel Ltd,E100000126785,British Asia Pan Ruogen International Co Ltd [100.0%],E100000130417 [100.0%],Hebei,China,Asia Pacific,25,2000,4000,operating,3000,37.086116,114.384832
P100000120227,Dongbei Special Steel Group Dalian Special Steel Co Ltd,Dongbei Special Steel Group Dalian Special Steel Co Ltd,E100000126532,Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],E100000124038 [42.8%]; E100000128285 [31.4%]; E100000132388 [15.9%]; E100000122467 [9.9%],Liaoning,China,Asia Pacific,56,1969,4543,operating,2695,39.193697,122.057788
P100000120211,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd,E100000126116,Fangda Special Steel Technology Co Ltd [100.0%],E100000126116 [100.0%],Jiangxi,China,Asia Pacific,67,,5474,operating,2800,28.645441,115.99204
P100000120345,Fujian Dadonghai Industrial Group Co Ltd plant,Fujian Great Dong Hai Industrial Group Co Ltd,E100000123166,Fujian Great Dong Hai Industrial Group Co Ltd [100.0%],E100000123166 [100.0%],Fujian,China,Asia Pacific,7,2018,6572,operating,3695,25.737777,119.592239
P100000120314,Fujian Dingsheng Iron and Steel Co Ltd,Fujian Dingsheng Steel Co Ltd,E100000126260,Fujian Dingsheng Steel Co Ltd [100.0%],E100000126260 [100.0%],Fujian,China,Asia Pacific,7,2018,1077,operating,1726,27.224477,120.328828
P100000121065,Fujian Dingxin Industrial Co Ltd,Fujian Dingxin Industry Co Ltd,E100000126523,Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],E100000128090 [36.4%]; E100000132388 [20.4%]; E100000128088 [19.8%]; E100000128539 [15.6%]; E100000128291 [7.8%],Fujian,China,Asia Pacific,17,2008,3638,operating,600,26.7695,119.738519
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,E100000127029,Tianlong Investment Co Ltd [58.3%]; Huayang Investment (Hong Kong) Ltd [41.6%],E100000130641 [58.3%]; E100000125857 [41.6%],Fujian,China,Asia Pacific,18,2007,1413,operating,720,24.472439,117.94885
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,E100000126717,Fujian Longgang New Materials Co Ltd [100.0%],E100000126717 [100.0%],Fujian,China,Asia Pacific,,,896,operating,1210,25.357408,117.362096
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,E100000123227,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],Fujian,China,Asia Pacific,11,2014,2509,operating,2650,26.483815,119.67105
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,E100000126389,Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],E100000128090 [51.6%]; E100000132388 [23.1%]; E100000128088 [19.7%]; E100000128539 [5.6%],Fujian,China,Asia Pacific,2,2023,1400,operating,958,26.779301,119.767935
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,E100000126555,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],Fujian,China,Asia Pacific,24,2001,2716,operating,1350,25.244396,118.029905
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,E100000126246,Sanbao Group Co Ltd [100.0%],E100000128113 [100.0%],Fujian,China,Asia Pacific,26,1999,3983,operating,6196,24.635769,117.603677
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,E100000126778,Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],E100000128090 [34.7%]; E100000128088 [30.5%]; E100000132388 [26.1%]; E100000128539 [8.7%],Fujian,China,Asia Pacific,14,2011,3912,operating,3000,26.768925,119.765203
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,E100000127366,Fujian Wugang Group Co Ltd [38.2%]; Fujian Kaihang Stainless Steel Products Co Ltd [36.8%]; Tianwei Co Ltd [25.0%],E100000127616 [38.2%]; E100000128115 [36.8%]; E100000130640 [25.0%],Fujian,China,Asia Pacific,32,1993,1500,operating,2000,25.95923,119.452018
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,E100000126360,Tuchuan Capital Co Ltd [99.0%]; unknown [1.0%],E100000130419 [99.0%]; E100000132388 [1.0%],Liaoning,China,Asia Pacific,23,,646,operating,1350,41.670998,123.85143
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,E100000124695,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],E100000000155 [63.2%]; E100000125132 [29.3%]; E100000132388 [7.5%],Liaoning,China,Asia Pacific,20,,5435,operating,2700,41.841223,123.753895
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,E100000126378,Fushun Special Steel Co Ltd [100.0%],E100000126378 [100.0%],Liaoning,China,Asia Pacific,88,1937,6342,operating,999,41.838774,123.806586
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,E100000126169,natural person(s) [66.2%]; Fujian Wugang Group Co Ltd [33.8%],E100000123261 [66.2%]; E100000127616 [33.8%],Fujian,China,Asia Pacific,4,2021,390,operating,2000,25.995101,119.495725
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,E100000127239,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],E100000127239 [100.0%],Gansu,China,Asia Pacific,26,1999,12526,operating,4734,39.812121,98.295555
P100000120087,Guangdong Guangqing Metal Technology Co Ltd,Guangdong Guangqing METAL Technology Co Ltd,E100000126182,Guangdong Guangxin Holdings Group Ltd [48.9%]; Shanghai Decent Investment (Group) Co Ltd [17.0%]; unknown [16.9%]; TSINGSHAN Holding Group Co Ltd [13.4%]; Zhejiang Qingshan Business Management Co Ltd [3.8%],E100000127962 [48.9%]; E100000128090 [17.0%]; E100000132388 [16.9%]; E100000128088 [13.4%]; E100000128539 [3.8%],Guangdong,China,Asia Pacific,15,2010,3445,operating,2000,21.697069,111.848841
P100000120362,Guangdong Jingye Iron and Steel Co Ltd,Guangdong Jingye Iron and Steel Co Ltd,E100000126698,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],Guangdong,China,Asia Pacific,5,2020,1127,operating,2000,23.454666,116.498483
P100000120319,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Guangdong Jinshenglan Metallurgical Technology Co Ltd,E100000126881,Fujian Lanming Investment Partnership LP [25.2%]; unknown [14.9%]; natural person(s) [13.9%]; Fujian Lanrui Investment Partnership LP [12.5%]; Fujian Qikun Investment Co Ltd [5.8%]; Fujian Zhongyi Investment Co Ltd [5.0%]; Fujian Taisong Investment Co Ltd [3.3%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Jinkun Investment Co Ltd [1.8%]; Fuzhou Deyu Investment Co Ltd [1.8%]; Fujian Shunle Investment Co Ltd [1.8%]; Fujian Yuheng Investment Co Ltd [1.8%]; Fuzhou Minqiu Trading Co Ltd [1.7%]; Fenghe Investment (Fujian) Co Ltd [1.4%]; Fujian Jingyuan Investment Co Ltd [1.4%]; Fujian Junao Investment Co Ltd [1.4%]; Fujian Yongxinqi Investment Co Ltd [1.4%]; Yuncheng Investment (Fujian) Co Ltd [1.4%]; Pingtan Shengxin Investment Partnership LP [1.4%],E100000128591 [25.2%]; E100000132388 [14.9%]; E100000123261 [13.9%]; E100000128858 [12.5%]; E100000124854 [5.8%]; E100000128594 [5.0%]; E100000124851 [3.3%]; E100000128595 [1.9%]; E100000124852 [1.8%]; E100000124853 [1.8%]; E100000124856 [1.8%]; E100000128596 [1.8%]; E100000128597 [1.7%]; E100000128967 [1.4%]; E100000128969 [1.4%]; E100000128968 [1.4%]; E100000124850 [1.4%]; E100000124849 [1.4%]; E100000128966 [1.4%],Guangdong,China,Asia Pacific,4,2021,2023,operating,2400,22.888729,112.263081
P100000120380,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Guangdong Nanfang Donghai Iron and Steel Co Ltd,E100000127165,Tangshan Donghai Iron and Steel Group Co Ltd [70.0%]; natural person(s) [30.0%],E100000123219 [70.0%]; E100000123261 [30.0%],Guangdong,China,Asia Pacific,2,2023,150,operating,2400,22.907614,112.224952
P100000120361,GuangDong Xinxing Ductile Iron Pipes Co Ltd,GuangDong Xinxing Ductile Iron Pipes Co Ltd,E100000127213,Xinxing Ductile Iron Pipes Co Ltd [100.0%],E100000127965 [100.0%],Guangdong,China,Asia Pacific,10,2015,660,operating,1350,22.09914,111.665479
P100000121044,Guangdong Yuebei United Steel Co Ltd,Guangdong Yuebei United Steel Co Ltd,E100000126242,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],Guangdong,China,Asia Pacific,15,2010,1335,operating,2055,24.262452,113.728198
P100000121071,Guangshui Huaxin Metallurgical Industry Co Ltd,Guangshui Huaxin Smelt Industry Co Ltd,E100000127295,Fujian Shangkun Investment Co Ltd [62.5%]; Fujian Kangye Investment Co Ltd [37.5%],E100000128562 [62.5%]; E100000128563 [37.5%],Hubei,China,Asia Pacific,17,2008,1030,operating,869,31.50221,114.008142
P100000120093,Guangxi Beigang New Material Co Ltd,Guangxi BG New Materials Co Ltd,E100000126649,Guangxi Beibu Gulf International Port Group Co Ltd [100.0%],E100000127970 [100.0%],Guangxi,China,Asia Pacific,16,2009,2294,operating,3400,21.519924,109.506427
P100000120370,Guangxi Chiji Iron and Steel Co Ltd,Guangxi Chiji Iron and Steel Co Ltd,E100000123159,Qian'an City Jiujiang Wire Co Ltd [100.0%],E100000123190 [100.0%],Guangxi,China,Asia Pacific,6,2019,7944,operating,4800,23.402121,111.134606
P100000120395,Guangxi Guifeng Special Steel Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,E100000126255,Guangxi Longzhou Yishuo Investment Management Co Ltd [100.0%],E100000127974 [100.0%],Guangxi,China,Asia Pacific,23,2002,45,operating,1725,23.987136,111.914197
P100000120095,Guangxi Guigang Iron and Steel Group Co Ltd,Guangxi Guigang Iron and Steel Group Co Ltd,E100000123225,natural person(s) [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],E100000123261 [44.0%]; E100000123900 [41.8%]; E100000123901 [12.5%]; E100000132388 [1.7%],Guangxi,China,Asia Pacific,22,2003,2770,operating,1400,23.088182,109.634638
P100000120363,Guangxi Guigang Iron and Steel Group Guigang Guibao Special Steel Co Ltd,Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,E100000126170,Guangxi Guigang Iron and Steel Group Co Ltd [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],E100000123225 [44.0%]; E100000123900 [41.8%]; E100000123901 [12.5%]; E100000132388 [1.7%],Guangxi,China,Asia Pacific,7,2018,,operating,1200,23.089502,109.63938
P100000120368,Guangxi Guixin Iron and Steel Group Co Ltd,Guangxi Guixin Steel Group Co Ltd,E100000127358,Guangxi Guixin Steel Group Co Ltd [100.0%],E100000127358 [100.0%],Guangxi,China,Asia Pacific,32,1993,128,operating,6050,23.978962,111.735523
P100000120394,Guangxi Guixin Steel Manufacturing Co Ltd,Hezhou Zhaoxin Hardware Products Co Ltd,E100001010584,Hezhou Zhaoxin Hardware Products Co Ltd [100.0%],E100001010584 [100.0%],Guangxi,China,Asia Pacific,25,2000,877,operating,750,23.978567,111.735529
P100000120397,Guangxi Hezhou Kexinda Metal Products Co Ltd,Guangxi Hezhou Kexinda Metal Products Co Ltd,E100000127052,Guangxi Hezhou Kexinda Metal Products Co Ltd [100.0%],E100000127052 [100.0%],Guangxi,China,Asia Pacific,21,2004,300,operating,1150,23.979937,111.745037
P100000120306,Guangxi Iron and Steel Group Co Ltd,Guangxi Iron and Steel Group Co Ltd,E100000123161,Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],E100000123902 [45.8%]; E100000123903 [45.6%]; E100001000472 [8.6%],Guangxi,China,Asia Pacific,5,2020,5747,operating,8400,21.580723,108.400896
P100000120374,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,E100000126562,Guangxi Liuzhou Iron and Steel Group Co Ltd [100.0%],E100000123903 [100.0%],Guangxi,China,Asia Pacific,12,2013,2382,operating,1350,21.67261,109.741866
P100000120393,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,E100000126255,Guangxi Longzhou Yishuo Investment Management Co Ltd [100.0%],E100000127974 [100.0%],Guangxi,China,Asia Pacific,10,2015,,operating,1350,22.326361,106.94616
P100000120094,Guangxi Shenglong Metallurgical Co Ltd,Guangxi Shenglong Metallurgical Co Ltd,E100000123226,Guangxi Shenglong Metallurgical Co Ltd [100.0%],E100000123226 [100.0%],Guangxi,China,Asia Pacific,22,2003,10479,operating,9783,21.687637,108.412344
P100000120369,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,E100000127026,Guangdong Jinhai Brilliant Group Co Ltd [100.0%],E100000127973 [100.0%],Guangxi,China,Asia Pacific,15,2010,766,operating,1500,23.518229,111.235509
P100000120367,Guilin Pinggang Iron and Steel Co Ltd,Guilin Pinggang Iron and Steel Co Ltd,E100000126688,Guangxi Xingui Steel Group Co Ltd [65.0%]; natural person(s) [35.0%],E100000128020 [65.0%]; E100000123261 [35.0%],Guangxi,China,Asia Pacific,28,1997,479,operating,1200,24.673567,110.78959
P100000120098,Guizhou Ganglian Industrial Group Co Ltd,Guizhou Ganglian Industrial Group Co Ltd,E100000127293,Guizhou Ganglian Industrial Group Co Ltd [100.0%],E100000127293 [100.0%],Guizhou,China,Asia Pacific,11,2014,20,operating,1325,27.615147,106.949926
P100000120364,Guizhou Hexing Steel Co Ltd,Guizhou Hexing Metal Products Co Ltd,E100000126147,natural person(s) [65.0%]; Guizhou Mindong Economic and Trade Co Ltd [35.0%],E100000123261 [65.0%]; E100000128158 [35.0%],Guizhou,China,Asia Pacific,13,2012,130,operating,500,26.509525,107.570458
P100000120097,Guizhou United Iron and Steel Group Co Ltd,Guizhou United Steel (Group) Co Ltd,E100000126286,Guiyang Changle Iron and Steel Co Ltd [33.3%]; Qianxinan Prefecture Juxin Industry & Trade General Co [33.3%]; Zunyi County Fuxin Iron & Steel Product Co Ltd [33.3%],E100000128163 [33.3%]; E100000126448 [33.3%]; E100000126901 [33.3%],Guizhou,China,Asia Pacific,11,2014,70,operating,1990,27.591691,106.814024
P100000120326,Hangang Longshan Iron and Steel Co Ltd,Hanshan Iron and Steel Co Ltd,E100000126841,HBIS Group Co Ltd [100.0%],E100000124529 [100.0%],Hebei,China,Asia Pacific,3,2022,4947,operating,4488,36.685881,113.837073
P100000120334,Hangda Steel Co Ltd,Dazhou Hangda Steel Co Ltd,E100000126573,Dazhou Hangda Steel Co Ltd [100.0%],E100000126573 [100.0%],Sichuan,China,Asia Pacific,22,,564,operating,1000,31.435149,107.685981
P100000120315,Hbis Laoting Steel Co Ltd,HBIS Laoting Steel Co Ltd,E100000123169,HBIS Co Ltd [69.1%]; HBIS Group Co Ltd [7.7%]; Hebei Province Jicai Lndustryl Equity Lnvestment Fund Co Ltd [7.0%]; China Everbright Group Ltd [6.5%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [3.0%]; Tangshan City Development Group Co Ltd [2.9%]; Gansu Financial Holding Group Co Ltd [2.0%]; unknown [0.9%]; Gansu Highway Aviation Tourism Investment Group Co Ltd [0.8%],E100000123542 [69.1%]; E100000124529 [7.7%]; E100000128826 [7.0%]; E100000128904 [6.5%]; E100000000189 [3.0%]; E100000124528 [2.9%]; E100000128905 [2.0%]; E100000132388 [0.9%]; E100000129075 [0.8%],Hebei,China,Asia Pacific,5,2020,9607,operating,7450,39.257823,119.033567
P100000121045,Hebei Anfeng Iron and Steel Co Ltd,Hebei Anfeng Iron & Steel Co Ltd,E100000123162,Hebei Anfeng Iron & Steel Co Ltd [100.0%],E100000123162 [100.0%],Hebei,China,Asia Pacific,23,2002,5419,operating,7100,39.65849,118.894804
P100000120119,Hebei Donghai Special Steel Co Ltd,Hebei Donghai SPECIAL Steel Group Co Ltd,E100000126598,Hebei Donghai SPECIAL Steel Group Co Ltd [100.0%],E100000126598 [100.0%],Hebei,China,Asia Pacific,16,2009,9209,operating,10001,39.610605,118.474722
P100000120323,Hebei Huaxi Special Steel Co Ltd,Hebei Huaxi Special Steel Co Ltd,E100000126892,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],E100000128531 [77.8%]; E100000128532 [22.2%],Hebei,China,Asia Pacific,4,2021,1547,operating,1824,39.260784,119.005925
P100000120378,Hebei Huaxin Special Steel Co Ltd,Hebei Huaxin Special Steel Co Ltd,E100000126550,Jinan Iron & Steel Group Co Ltd [85.1%]; Wuan Yuhua Steel Co Ltd [11.5%]; unknown [3.5%],E100000126505 [85.1%]; E100000126416 [11.5%]; E100000132388 [3.5%],Hebei,China,Asia Pacific,4,2021,2136,operating,1350,36.53048,114.245262
P100000120117,Hebei Jinxi Iron and Steel Group Co Ltd,Hebei Jinxi Iron & Steel Group Co Ltd,E100000123170,Gold Geneses Development Ltd [57.2%]; FIRST GLORY SERVICES Ltd [38.0%]; unknown [4.8%],E100000126003 [57.2%]; E100000126002 [38.0%]; E100000132388 [4.8%],Hebei,China,Asia Pacific,39,1986,5202,operating,5000,40.209844,118.220547
P100000120350,Hebei Longfengshan Casting Co Ltd,Hebei PROVINCE Longfengshan Casting Industry Co Ltd,E100000126568,natural person(s) [90.1%]; China Development Bank Corp [9.9%],E100000123261 [90.1%]; E100001001051 [9.9%],Hebei,China,Asia Pacific,26,1999,2112,operating,1350,36.705105,114.105387
P100000120113,Hebei Puyang Iron and Steel Co Ltd,Hebei Puyang Iron and Steel Co Ltd,E100000123171,Hebei Puyang Industrial Group Co Ltd [65.0%]; Longxiang Group (Hong Kong) [35.0%],E100000124068 [65.0%]; E100000126000 [35.0%],Hebei,China,Asia Pacific,33,1992,7300,operating,5567,36.733675,113.925995
P100000120145,Hebei Rongxin Steel Co Ltd,Hebei Rongxin Iron & Steel Co Ltd,E100000127252,Tangshan Xinfengsheng Trade Co Ltd [72.6%]; Hebei Xinda Iron and Steel Co Ltd [27.4%],E100000124071 [72.6%]; E100000123220 [27.4%],Hebei,China,Asia Pacific,23,2002,2561,operating,2300,39.880661,118.558755
P100000120325,Hebei Taihang Iron and Steel Group Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd,E100000123223,Hebei Taihang Iron and Steel Group Co Ltd [100.0%],E100000123223 [100.0%],Hebei,China,Asia Pacific,4,2021,7300,operating,3950,36.613716,114.082349
P100000120328,Hebei Tangyin Iron and Steel Co Ltd Caofeidian base,Hebei Tangyin IRON&STEEL Co Ltd,E100000123222,HBIS Group Co Ltd [51.0%]; Hebei Yinshui Industrial Group Co Ltd [49.0%],E100000124529 [51.0%]; E100000124065 [49.0%],Hebei,China,Asia Pacific,19,2006,3840,operating,2300,39.160401,118.429806
P100000120324,Hebei Tianzhu Iron and Steel Group Co Ltd,Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,E100000126131,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd [100.0%],E100000123221 [100.0%],Hebei,China,Asia Pacific,3,2022,3372,operating,3034,39.270032,119.01376
P100000120136,Hebei Xin Wuan Steel Group Hongrong Iron and Steel Co Ltd,Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,E100000126533,Hebei Puyang Industrial Group Co Ltd [45.5%]; Xianghe Hongcheng New Energy Technology Co Ltd [27.6%]; Longxiang Group (Hong Kong) [24.5%]; unknown [2.4%],E100000124068 [45.5%]; E100000128348 [27.6%]; E100000126000 [24.5%]; E100000132388 [2.4%],Hebei,China,Asia Pacific,41,1984,2062,operating,1350,36.640411,113.981172
P100000120142,Hebei Xinda Iron and Steel Group Co Ltd,Hebei Xinda Iron and Steel Co Ltd,E100000123220,Tangshan Xinfengsheng Trade Co Ltd [72.6%]; natural person(s) [27.4%],E100000124071 [72.6%]; E100000123261 [27.4%],Hebei,China,Asia Pacific,23,2002,7085,operating,5000,39.898362,118.579364
P100000120137,Hebei Xinjin Iron and Steel Co Ltd,Hebei Xinjin Iron and Steel Co Ltd,E100000123172,WEALTH GROUP INVESTMENT LIMITED [78.0%]; Wu'an Hongji Investment Co Ltd [12.7%]; unknown [4.1%],E100000126029 [78.0%]; E100000124067 [12.7%]; E100000132388 [4.1%],Hebei,China,Asia Pacific,32,1993,6500,operating,2700,36.715632,114.208992
